id,display_name,works_api_url,h_index,works_count,country_code
https://openalex.org/A5060647370,Jinmyeong Kim,https://api.openalex.org/works?filter=author.id:A5060647370,1,2,KR
https://openalex.org/A5029793438,Soonhoi Ha,https://api.openalex.org/works?filter=author.id:A5029793438,34,315,KR
https://openalex.org/A5002826165,Eun-Rae Cho,https://api.openalex.org/works?filter=author.id:A5002826165,5,10,KR
https://openalex.org/A5070807115,Sang‐Soon Kim,https://api.openalex.org/works?filter=author.id:A5070807115,21,97,KR
https://openalex.org/A5063123119,Angelo Romano,https://api.openalex.org/works?filter=author.id:A5063123119,16,63,IT
https://openalex.org/A5056557463,Francesca Giardini,https://api.openalex.org/works?filter=author.id:A5056557463,17,92,NL
https://openalex.org/A5086113588,Simon Columbus,https://api.openalex.org/works?filter=author.id:A5086113588,17,78,US
https://openalex.org/A5077599346,Erik W. de Kwaadsteniet,https://api.openalex.org/works?filter=author.id:A5077599346,14,33,NL
https://openalex.org/A5091314544,Dorottya Kisfalusi,https://api.openalex.org/works?filter=author.id:A5091314544,9,35,HU
https://openalex.org/A5089498148,Kristin Hagel,https://api.openalex.org/works?filter=author.id:A5089498148,9,19,DE
https://openalex.org/A5069451287,Chris Snijders,https://api.openalex.org/works?filter=author.id:A5069451287,25,114,NL
https://openalex.org/A5005962026,Zegni Triki,https://api.openalex.org/works?filter=author.id:A5005962026,18,87,CH
